NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;DRR;QDRR
67027001;BELMONT;48.406333;7.267167;1065;20240101;5.2;1;-0.1;1;359;9;2.5;1;513;9;0.4;1;1.2;1;2.6;1;;;;;272;9;8.4;1;;;12.1;1;230;1;2243;1;22.6;1;220;1;2339;9;;;;;;;20.0;1;;;2340;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240102;33.4;1;0.4;1;1801;9;4.5;1;1715;9;3.1;1;2.5;1;4.1;1;;;;;0;9;13.8;1;;;19.2;1;230;1;1907;9;33.9;1;230;1;1906;9;;;;;;;30.4;1;;;1859;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240103;20.0;1;2.2;1;1656;9;3.8;1;637;9;3.2;1;3.0;1;1.6;1;;;;;0;9;12.5;1;;;16.8;1;240;1;932;9;31.1;1;260;1;1728;9;;;;;;;26.8;1;;;1633;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240104;1.2;1;1.1;1;805;9;4.4;1;2203;9;2.2;1;2.8;1;3.3;1;;;;;0;9;8.9;1;;;14.3;1;250;1;110;9;25.1;1;270;1;342;9;;;;;;;23.1;1;;;36;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240105;1.4;1;0.6;1;1757;9;2.4;1;633;9;1.4;1;1.5;1;1.8;1;;;;;205;9;6.3;1;;;9.6;1;220;1;206;9;16.6;1;230;1;310;9;;;;;;;15.2;1;;;145;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240106;0.0;1;-1.4;1;448;9;-0.7;1;2140;9;-1.0;1;-1.1;1;0.7;1;;;;;1440;9;3.9;1;;;7.4;1;280;1;908;1;11.8;1;300;1;120;9;;;;;;;11.1;1;;;120;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240107;0.0;1;-4.8;1;1759;9;-1.5;1;634;9;-3.5;1;-3.2;1;3.3;1;;;;;1440;9;3.6;1;;;;;;;;;16.6;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240108;0.0;1;-9.4;1;1651;9;-8.2;1;644;9;-8.7;1;-8.8;1;1.2;1;;;;;1440;9;4.0;1;;;;;;;;;14.9;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240109;2.0;1;-11.6;1;658;9;-3.1;1;2344;9;-9.8;1;-7.4;1;8.5;1;;;;;1440;9;3.0;1;;;;;;;;;10.5;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240110;0.0;1;-9.1;1;1801;9;-0.9;1;1040;9;-3.0;1;-5.0;1;8.2;1;;;;;1440;9;2.5;1;;;;;;;;;7.9;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240111;0.0;1;-3.4;1;303;9;0.1;1;156;9;-1.6;1;-1.7;1;3.5;1;;;;;1440;9;5.3;1;;;8.3;1;70;1;1952;1;13.1;1;80;1;1643;9;;;;;;;11.8;1;;;1639;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240112;0.0;1;-2.1;1;1803;9;0.4;1;1408;9;-0.9;1;-0.9;1;2.5;1;;;;;1322;9;3.4;1;;;6.5;1;70;1;158;9;10.2;1;60;1;4;9;;;;;;;9.2;1;;;30;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240113;0.0;1;-3.1;1;2259;9;1.2;1;1229;9;-1.4;1;-1.0;1;4.3;1;;;;;1300;9;3.7;1;;;6.7;1;240;1;1937;9;9.5;1;250;1;1542;9;;;;;;;8.8;1;;;2044;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240114;0.0;1;-7.5;1;1758;9;2.0;1;1201;9;-2.6;1;-2.8;1;9.5;1;;;;;1090;9;5.9;1;;;;;;;;;15.0;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240115;2.0;1;-8.3;1;1845;9;-4.8;1;1119;9;-6.2;1;-6.6;1;3.5;1;;;;;1440;9;6.1;1;;;;;;;;;20.0;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240116;4.0;1;-9.4;1;630;9;2.0;1;449;9;-6.2;1;-3.7;1;11.4;1;;;;;1440;9;2.1;1;;;5.3;1;200;1;1945;1;9.0;1;210;1;2048;9;;;;;;;7.5;1;;;2048;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240117;17.0;1;-7.7;1;1814;9;6.7;1;1601;9;4.3;1;-0.5;1;14.4;1;;;;;61;9;10.0;1;;;16.4;1;230;1;1137;1;29.8;1;250;1;1219;9;;;;;;;24.2;1;;;1219;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240118;9.4;1;-6.1;1;1755;9;5.4;1;749;9;-1.0;1;-0.4;1;11.5;1;;;;;787;9;5.6;1;;;10.8;1;230;1;833;1;21.3;1;230;1;648;9;;;;;;;18.8;1;;;648;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240119;0.0;1;-7.8;1;1714;9;-5.3;1;515;9;-6.9;1;-6.6;1;2.5;1;;;;;1440;9;2.5;1;;;;;;;;;7.3;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240120;0.0;1;-8.2;1;2050;9;1.6;1;51;9;-3.0;1;-3.3;1;9.8;1;;;;;1440;9;4.4;1;;;7.4;1;140;9;2027;9;11.2;1;130;1;1329;9;;;;;;;10.5;1;;;2011;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240121;0.0;1;-2.7;1;1801;9;3.5;1;533;9;0.7;1;0.4;1;6.2;1;;;;;461;9;8.9;1;;;12.4;1;220;9;2229;9;20.0;1;220;9;1908;9;;;;;;;18.4;1;;;2221;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240122;11.4;1;1.0;1;1901;9;5.0;1;1127;9;3.0;1;3.0;1;4.0;1;;;;;0;9;12.1;1;;;17.2;1;230;1;957;9;30.9;1;230;1;902;9;;;;;;;27.2;1;;;823;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240123;2.0;1;0.2;1;755;9;6.6;1;551;9;1.6;1;3.4;1;6.4;1;;;;;0;9;9.2;1;;;12.7;1;220;1;1850;9;23.4;1;270;1;411;9;;;;;;;21.4;1;;;52;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240124;10.0;1;1.7;1;1821;9;7.3;1;1053;9;5.6;1;4.5;1;5.6;1;;;;;0;9;9.6;1;;;13.0;1;250;1;609;9;26.9;1;270;1;1138;9;;;;;;;23.2;1;;;1226;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240125;6.8;1;2.2;1;537;9;5.6;1;1444;9;4.0;1;3.9;1;3.4;1;;;;;0;9;5.6;1;;;8.8;1;280;1;8;9;16.8;1;300;1;134;9;;;;;;;15.8;1;;;5;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240126;11.0;1;1.4;1;1550;9;5.5;1;1100;9;3.1;1;3.5;1;4.1;1;;;;;151;9;6.7;1;;;10.2;1;250;1;1108;9;19.3;1;270;1;1450;9;;;;;;;17.5;1;;;1450;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240127;0.0;1;-2.7;1;524;9;8.7;1;450;9;2.2;1;3.0;1;11.4;1;;;;;506;9;4.4;1;;;6.1;1;120;1;1236;9;8.6;1;120;1;1245;9;;;;;;;7.9;1;;;1314;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240128;0.0;1;2.8;1;1801;9;14.2;1;1337;9;10.1;1;8.5;1;11.4;1;;;;;0;9;5.1;1;;;7.8;1;220;9;2330;9;12.0;1;230;9;2334;9;;;;;;;11.1;1;;;2334;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240129;0.0;1;5.3;1;653;9;11.3;1;1334;9;7.4;1;8.3;1;6.0;1;;;;;0;9;7.2;1;;;11.7;1;230;1;519;9;18.0;1;240;1;321;9;;;;;;;16.7;1;;;523;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240130;0.0;1;4.2;1;300;9;7.0;1;1108;9;5.3;1;5.6;1;2.8;1;;;;;0;9;5.2;1;;;7.0;1;260;1;1746;9;11.0;1;220;1;343;9;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240131;0.6;1;3.4;1;51;9;4.7;1;1011;9;4.1;1;4.1;1;1.3;1;;;;;0;9;5.7;1;;;10.2;1;260;9;2259;9;17.4;1;270;9;2253;9;;;;;;;16.1;1;;;2253;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240201;9.0;1;1.9;1;1746;9;4.2;1;1205;9;2.9;1;3.1;1;2.3;1;;;;;0;9;5.6;1;;;10.7;1;270;1;47;9;16.4;1;270;1;38;9;;;;;;;15.6;1;;;38;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240202;0.0;1;1.0;1;749;9;4.3;1;1451;9;2.4;1;2.7;1;3.3;1;;;;;0;9;8.5;1;;;12.3;1;270;9;2223;9;19.0;1;260;9;2216;9;;;;;;;17.8;1;;;2216;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240203;0.0;1;0.2;1;943;9;1.8;1;411;9;1.4;1;1.0;1;1.6;1;;;;;0;9;8.0;1;;;11.5;1;270;9;2155;9;16.3;1;260;9;2133;9;;;;;;;14.9;1;;;2150;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240204;0.0;1;1.3;1;125;9;2.1;1;1054;9;1.6;1;1.7;1;0.8;1;;;;;0;9;9.0;1;;;11.8;1;270;9;2347;9;17.8;1;270;9;2323;9;;;;;;;16.9;1;;;2323;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240205;0.0;1;1.0;1;2341;9;9.1;1;1333;9;3.2;1;5.1;1;8.1;1;;;;;111;9;7.3;1;;;12.1;1;270;1;47;9;22.1;1;270;9;2357;9;;;;;;;20.7;1;;;2357;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240206;2.0;1;-1.5;1;216;9;2.5;1;124;9;0.4;1;0.5;1;4.0;1;;;;;512;9;8.6;1;;;10.9;1;250;1;1859;1;20.1;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240207;35.4;1;1.0;1;1801;9;4.6;1;156;9;3.0;1;2.8;1;3.6;1;;;;;0;9;10.3;1;;;13.3;1;250;1;1305;9;24.5;1;230;1;1246;9;;;;;;;21.7;1;;;1243;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240208;9.2;1;2.9;1;1801;9;6.8;1;1846;9;5.3;1;4.9;1;3.9;1;;;;;0;9;9.1;1;;;11.7;1;230;1;832;9;20.2;1;240;1;1109;9;;;;;;;19.4;1;;;1110;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240209;3.6;1;4.6;1;1723;9;6.0;1;858;9;5.3;1;5.3;1;1.4;1;;;;;0;9;8.7;1;;;12.3;1;220;1;450;9;22.7;1;230;1;432;9;;;;;;;21.1;1;;;432;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240210;1.8;1;4.4;1;1846;9;7.4;1;1458;9;5.5;1;5.9;1;3.0;1;;;;;0;9;4.3;1;;;10.5;1;240;9;2358;9;15.8;1;240;9;2350;9;;;;;;;14.6;1;;;2354;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240211;7.2;1;0.1;1;147;9;2.2;1;2009;9;1.4;1;1.2;1;2.1;1;;;;;0;9;7.7;1;;;10.2;1;240;1;1;1;18.1;1;240;1;2151;9;;;;;;;16.9;1;;;2151;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240212;0.6;1;0.2;1;1533;9;1.7;1;1035;9;0.9;1;1.0;1;1.5;1;;;;;0;9;5.4;1;;;8.3;1;270;1;41;9;16.7;1;270;1;2;9;;;;;;;14.5;1;;;2;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240213;0.0;1;-0.2;1;731;9;3.8;1;1502;9;1.4;1;1.8;1;4.0;1;;;;;144;9;4.3;1;;;7.6;1;250;9;0;9;12.2;1;240;9;2346;9;;;;;;;11.2;1;;;2346;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240214;1.4;1;0.8;1;1813;9;6.1;1;1320;9;4.6;1;3.5;1;5.3;1;;;;;0;9;7.0;1;;;9.2;1;230;1;554;9;15.9;1;240;1;515;9;;;;;;;13.8;1;;;450;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240215;0.0;1;4.6;1;32;9;12.1;1;1151;9;8.7;1;8.4;1;7.5;1;;;;;0;9;4.8;1;;;8.5;1;170;1;1807;9;12.4;1;230;9;2223;9;;;;;;;11.4;1;;;2256;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240216;4.4;1;6.4;1;1635;9;8.4;1;819;9;7.5;1;7.4;1;2.0;1;;;;;0;9;6.3;1;;;10.8;1;230;1;29;9;17.7;1;220;1;22;9;;;;;;;16.3;1;;;22;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240217;0.2;1;2.6;1;1718;9;4.9;1;1306;9;3.9;1;3.8;1;2.3;1;;;;;0;9;2.0;1;;;5.0;1;280;1;2;9;8.0;1;320;1;152;9;;;;;;;7.2;1;;;156;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240218;15.0;1;1.2;1;2223;9;5.4;1;1015;9;3.1;1;3.3;1;4.2;1;;;;;0;9;5.7;1;;;9.2;1;260;1;1314;9;15.5;1;280;9;2250;9;;;;;;;14.6;1;;;1429;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240219;14.2;1;2.6;1;753;9;4.1;1;1336;9;3.4;1;3.4;1;1.5;1;;;;;0;9;5.8;1;;;8.5;1;300;1;359;9;17.0;1;260;1;1601;9;;;;;;;15.1;1;;;330;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240220;0.0;1;0.2;1;342;9;3.6;1;1434;9;1.8;1;1.9;1;3.4;1;;;;;0;9;4.8;1;;;7.1;1;250;9;2022;9;11.7;1;310;1;159;9;;;;;;;10.5;1;;;159;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240221;14.6;1;0.8;1;354;9;7.3;1;1547;9;4.1;1;4.1;1;6.5;1;;;;;0;9;7.9;1;;;14.0;1;230;9;2354;9;23.8;1;240;9;2342;9;;;;;;;22.4;1;;;2342;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240222;13.8;1;3.6;1;2228;9;6.5;1;1749;9;3.9;1;5.1;1;2.9;1;;;;;142;9;12.6;1;;;17.2;1;250;1;1852;1;33.1;1;260;1;1856;9;;;;;;;27.7;1;;;1600;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240223;3.0;1;-2.3;1;555;9;0.7;1;1520;9;-0.7;1;-0.8;1;3.0;1;;;;;993;9;5.8;1;;;;;;;;;18.8;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240224;0.0;1;-2.6;1;717;9;0.1;1;1520;9;-1.0;1;-1.3;1;2.7;1;;;;;1434;9;6.4;1;;;9.2;1;240;1;1006;1;15.8;1;230;1;548;9;;;;;;;13.9;1;;;546;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240225;5.8;1;-1.4;1;447;9;3.3;1;2022;9;1.0;1;1.0;1;4.7;1;;;;;613;9;6.3;1;;;9.3;1;220;1;224;1;16.3;1;;;;;;;;;;;14.5;1;;;231;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240226;1.0;1;0.5;1;13;9;6.6;1;1457;9;3.5;1;3.6;1;6.1;1;;;;;0;9;4.9;1;;;10.0;1;160;1;150;1;15.1;1;170;1;131;9;;;;;;;13.9;1;;;131;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240227;0.0;1;0.8;1;847;9;2.7;1;1449;9;1.9;1;1.8;1;1.9;1;;;;;0;9;5.0;1;;;7.1;1;50;1;530;9;12.1;1;50;1;534;9;;;;;;;11.3;1;;;534;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240228;0.0;1;0.4;1;543;9;4.6;1;1328;9;2.0;1;2.5;1;4.2;1;;;;;0;9;3.1;1;;;6.7;1;30;1;630;9;10.7;1;30;1;631;9;;;;;;;9.9;1;;;631;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240229;0.2;1;-0.3;1;448;9;6.7;1;1118;9;2.8;1;3.2;1;7.0;1;;;;;56;9;3.1;1;;;5.2;1;240;1;2312;1;7.7;1;250;1;2200;9;;;;;;;7.2;1;;;2200;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240301;0.0;1;0.6;1;1047;9;3.8;1;2337;9;2.2;1;2.2;1;3.2;1;;;;;0;9;5.4;1;;;8.8;1;220;9;2312;9;13.9;1;260;1;412;9;;;;;;;13.0;1;;;412;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240302;0.0;1;1.4;1;1804;9;7.8;1;1243;9;5.2;1;4.6;1;6.4;1;;;;;0;9;4.3;1;;;9.1;1;210;1;217;9;14.8;1;230;1;19;9;;;;;;;13.7;1;;;19;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240303;0.2;1;4.9;1;1751;9;9.9;1;1034;9;5.9;1;7.4;1;5.0;1;;;;;0;9;2.8;1;;;6.9;1;50;1;732;9;11.0;1;40;1;729;9;;;;;;;10.6;1;;;729;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240304;1.8;1;0.5;1;252;9;4.7;1;1235;9;1.9;1;2.6;1;4.2;1;;;;;0;9;1.9;1;;;5.5;1;280;1;146;9;7.9;1;270;1;130;9;;;;;;;7.5;1;;;140;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240305;1.8;1;0.0;1;629;9;1.9;1;1435;9;0.8;1;1.0;1;1.9;1;;;;;64;9;4.4;1;;;7.4;1;270;1;1043;1;13.2;1;270;1;654;9;;;;;;;11.9;1;;;700;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240306;3.0;1;-0.6;1;618;9;1.4;1;1505;9;0.3;1;0.4;1;2.0;1;;;;;553;9;2.5;1;;;4.1;1;40;9;2253;9;6.9;1;360;9;1956;9;;;;;;;6.5;1;;;0;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240307;0.0;1;-0.6;1;713;9;2.8;1;1034;9;0.2;1;1.1;1;3.4;1;;;;;681;9;5.1;1;;;7.5;1;120;9;2154;9;13.4;1;120;9;2113;9;;;;;;;11.7;1;;;2145;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240308;0.2;1;-1.7;1;327;9;6.2;1;1215;9;2.4;1;2.3;1;7.9;1;;;;;432;9;4.6;1;;;7.2;1;120;1;3;9;11.6;1;110;1;2;9;;;;;;;10.3;1;;;115;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240309;0.0;1;2.1;1;1939;9;8.6;1;1412;9;5.8;1;5.4;1;6.5;1;;;;;0;9;3.7;1;;;6.0;1;170;1;108;9;9.9;1;70;1;1859;9;;;;;;;8.5;1;;;108;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240310;6.8;1;1.6;1;1728;9;7.6;1;648;9;4.1;1;4.6;1;6.0;1;;;;;0;9;4.9;1;;;8.3;1;260;1;1112;9;13.6;1;240;9;2351;9;;;;;;;12.2;1;;;2350;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240311;3.2;1;1.4;1;1810;9;6.1;1;1339;9;2.9;1;3.8;1;4.7;1;;;;;0;9;4.9;1;;;8.3;1;250;1;27;9;14.8;1;250;1;21;9;;;;;;;13.3;1;;;21;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240312;19.6;1;0.4;1;410;9;4.3;1;547;9;1.6;1;2.4;1;3.9;1;;;;;0;9;6.2;1;;;9.0;1;240;9;1929;9;14.5;1;260;9;1937;9;;;;;;;13.3;1;;;1928;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240313;2.0;1;1.0;1;1850;9;6.5;1;1420;9;5.0;1;3.8;1;5.5;1;;;;;0;9;5.6;1;;;9.5;1;290;1;243;9;16.0;1;280;1;58;9;;;;;;;14.8;1;;;58;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240314;0.0;1;3.9;1;2114;9;13.5;1;1425;9;8.6;1;8.7;1;9.6;1;;;;;0;1;4.4;1;;;8.8;1;230;9;2057;9;14.0;1;230;9;2309;9;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240315;7.6;1;5.8;1;1210;9;7.8;1;1519;9;6.2;1;6.8;1;2.0;1;;;;;0;1;7.3;1;;;;;;;;;20.7;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240316;4.4;1;4.0;1;1919;9;5.6;1;1358;9;4.6;1;4.8;1;1.6;1;;;;;0;9;5.9;1;;;10.0;1;260;1;44;9;17.9;1;260;1;501;9;;;;;;;15.9;1;;;430;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240317;3.4;1;1.8;1;357;9;7.5;1;1450;9;5.3;1;4.7;1;5.7;1;;;;;0;9;2.9;1;;;4.7;1;240;9;2241;9;8.2;1;260;9;2359;9;;;;;;;7.5;1;;;2356;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240318;7.0;1;5.8;1;1755;9;8.0;1;1343;9;6.5;1;6.9;1;2.2;1;;;;;0;9;2.6;1;;;5.1;1;230;1;30;9;8.8;1;230;1;48;9;;;;;;;8.1;1;;;48;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240319;0.0;1;5.2;1;442;9;9.8;1;1338;9;7.2;1;7.5;1;4.6;1;;;;;0;9;2.2;1;;;3.8;1;160;1;630;9;5.8;1;330;1;1002;9;;;;;;;5.3;1;;;1002;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240320;0.8;1;6.2;1;332;9;13.9;1;1425;9;9.7;1;10.1;1;7.7;1;;;;;0;9;3.4;1;;;5.8;1;150;1;710;9;8.8;1;150;1;708;9;;;;;;;8.2;1;;;708;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240321;0.0;1;6.2;1;514;9;11.2;1;1258;9;8.2;1;8.7;1;5.0;1;;;;;0;9;4.6;1;;;7.9;1;280;1;423;9;13.3;1;280;1;427;9;;;;;;;11.9;1;;;419;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240322;4.2;1;5.8;1;207;9;14.2;1;1304;9;9.5;1;10.0;1;8.4;1;;;;;0;9;4.5;1;;;8.4;1;240;9;2354;9;14.5;1;250;9;2352;9;;;;;;;13.3;1;;;2313;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240323;12.0;1;-1.8;1;1748;9;1.8;1;601;9;0.7;1;0.0;1;3.6;1;;;;;769;9;7.2;1;;;;;;;;;22.5;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240324;8.0;1;-2.5;1;635;9;-0.2;1;1421;9;-1.3;1;-1.4;1;2.3;1;;;;;1440;9;6.0;1;;;;;;;;;17.9;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240325;0.2;1;-2.9;1;522;9;5.8;1;45;9;1.2;1;1.5;1;8.7;1;;;;;507;9;4.3;1;;;;;;;;;11.1;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240326;0.2;1;3.0;1;1801;9;9.4;1;1337;9;6.7;1;6.2;1;6.4;1;;;;;0;9;3.4;1;;;7.3;1;170;1;6;9;10.5;1;170;1;45;9;;;;;;;9.8;1;;;45;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240327;1.0;1;-0.3;1;1003;9;3.7;1;601;9;1.5;1;1.7;1;4.0;1;;;;;344;9;5.2;1;;;;;;;;;13.0;1;;;;;;;;;;;;;;;;;;
67027001;BELMONT;48.406333;7.267167;1065;20240328;4.8;1;-0.2;1;1801;9;8.5;1;322;9;2.7;1;4.2;1;8.7;1;;;;;4;9;8.1;1;;;12.1;1;240;1;1046;1;21.9;1;230;1;1040;9;;;;;;;19.5;1;;;1040;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240329;12.4;1;3.0;1;1813;9;10.8;1;41;9;7.9;1;6.9;1;7.8;1;;;;;0;9;6.6;1;;;12.3;1;220;1;539;9;23.0;1;200;1;325;9;;;;;;;20.7;1;;;325;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240330;4.0;1;5.0;1;1740;9;11.9;1;800;9;8.2;1;8.5;1;6.9;1;;;;;0;9;5.6;1;;;8.7;1;160;1;123;9;13.7;1;150;1;147;9;;;;;;;12.7;1;;;26;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240331;16.2;1;4.2;1;344;9;11.6;1;1140;9;6.6;1;7.9;1;7.4;1;;;;;0;9;3.5;1;;;9.0;1;210;1;1832;9;17.5;1;240;1;1824;9;;;;;;;13.9;1;;;1824;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240401;6.6;1;0.2;1;1027;9;3.8;1;1651;9;3.0;1;2.0;1;3.6;1;;;;;0;9;6.6;1;;;11.5;1;280;1;924;1;20.2;1;280;1;905;9;;;;;;;17.8;1;;;905;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240402;1.1;1;1.3;1;707;9;8.1;1;;;3.6;1;4.7;1;6.8;1;;;;;0;9;7.7;1;;;10.1;1;250;1;501;1;18.0;1;230;1;500;9;;;;;;;16.9;1;;;601;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240403;12.6;1;3.4;1;859;9;7.1;1;2018;9;5.7;1;5.3;1;3.7;1;;;;;0;1;7.4;1;;;11.2;1;250;1;2055;1;20.9;1;250;9;1359;9;;;;;;;18.4;1;;;2232;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240404;5.2;1;5.9;1;151;9;10.6;1;552;9;7.1;1;8.3;1;4.7;1;;;;;0;1;9.1;1;;;13.3;1;230;1;1108;1;25.5;1;240;1;1131;9;;;;;;;23.7;1;;;1131;1;;
67027001;BELMONT;48.406333;7.267167;1065;20240405;0.0;1;7.9;1;1927;9;15.5;1;1215;9;12.1;1;11.7;1;7.6;1;;;;;0;9;7.5;1;;;11.3;1;230;1;1021;9;17.8;1;230;9;2351;9;;;;;;;16.6;1;;;1019;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240406;0.0;1;11.2;1;122;9;22.9;1;1320;9;17.3;1;17.1;1;11.7;1;;;;;0;9;6.7;1;;;10.3;1;240;1;28;9;18.4;1;250;1;10;9;;;;;;;17.0;1;;;25;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240407;0.0;1;11.0;1;524;9;18.9;1;1426;9;15.7;1;15.0;1;7.9;1;;;;;0;9;5.5;1;;;12.8;1;240;1;252;9;22.7;1;270;1;250;9;;;;;;;20.6;1;;;250;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240408;0.8;1;11.3;1;450;9;20.7;1;1454;9;16.6;1;16.0;1;9.4;1;;;;;0;9;5.9;1;;;9.9;1;240;1;51;9;18.7;1;230;1;49;9;;;;;;;17.2;1;;;49;9;;
67027001;BELMONT;48.406333;7.267167;1065;20240409;4.6;1;0.8;1;845;9;4.8;1;1550;9;4.2;1;2.8;1;4.0;1;;;;;0;9;6.8;1;;;12.6;1;270;1;803;9;20.5;1;290;1;805;9;;;;;;;19.1;1;;;805;9;;
